10				2.00e+00
10				2.00e+00
10				2.00e+00
10				1.00e+00
10				2.00e+00
10				1.00e+00
10				2.00e+00
10				2.00e+00
10				1.00e+00
10				1.00e+00
10				2.00e+00
10				2.00e+00
10				1.00e+00
10				1.00e+00
10				1.00e+00
10				2.00e+00
10				1.00e+00
10				2.00e+00
10				4.00e+00
10				2.00e+00
10				1.00e+00
10				2.00e+00
10				2.00e+00
10				3.00e+00
10				2.00e+00
100				2.40e+01
100				2.10e+01
100				2.40e+01
100				2.10e+01
100				2.50e+01
100				1.70e+01
100				2.40e+01
100				1.70e+01
100				1.70e+01
100				1.60e+01
100				2.00e+01
100				2.70e+01
100				1.20e+01
100				2.30e+01
100				1.70e+01
100				1.70e+01
100				2.00e+01
100				2.80e+01
100				1.70e+01
100				1.70e+01
100				1.60e+01
100				1.90e+01
100				2.00e+01
100				2.00e+01
100				2.50e+01
1000				2.31e+02
1000				2.79e+02
1000				3.00e+02
1000				2.40e+02
1000				2.02e+02
1000				3.39e+02
1000				2.08e+02
1000				2.28e+02
1000				2.25e+02
1000				2.54e+02
1000				2.22e+02
1000				2.65e+02
1000				2.01e+02
1000				2.45e+02
1000				2.89e+02
1000				2.03e+02
1000				2.38e+02
1000				2.49e+02
1000				2.26e+02
1000				2.82e+02
1000				2.12e+02
1000				3.36e+02
1000				1.91e+02
1000				2.30e+02
1000				2.09e+02
